Nome;Link;Avaliacao;Preço Antigo;Parcelas;Preço Parcelado;Preço a Vista
Smartphone Celular Xiaomi Redmi 13c 4gb 128gb Azul;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-4gb-128gb-azul/p/jg6685chd2/te/xiao/;ou ;2100,0;R$ 999,00 em 10x de R$ 99,90 sem juros;999,0;975,11
Smartphone xiaomi redmi 13c 8gb 256gb preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-8gb-256gb-preto/p/agge9h2c6b/te/xiao/;5.0 (3);1199,0;R$ 849,99 em 7x de R$ 121,43 sem juros;849,99;1205,98
"Smartphone Samsung Galaxy A15 6,5"" 256GB Verde Claro 4G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-verde-claro-4g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216200/te/ga15/;4.8 (8938);11698,0;R$ 4.545,56 em 10x de R$ 454,56 sem juros;4545,56;989,1
"Smartphone Samsung Galaxy A15 6,5"" 128GB Verde Claro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-verde-claro-5g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215800/te/ga15/;4.8 (3052);1699,0;R$ 2.748,00 em 10x de R$ 274,80 sem juros;2748,0;899,1
Smartphone xiaomi redmi a3 4gb+128gb, preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-128gb-preto/p/jg6fa3jfg2/te/xiao/;ou ;1576,0;R$ 779,99 em 6x de R$ 130,00 sem juros;779,99;781,99
Smartphone 13 Pro 512Gb 12Gb Ram Roxo;https://www.magazineluiza.com.br/smartphone-13-pro-512gb-12gb-ram-roxo/p/jd52ebd8ge/te/tcsp/;4.8 (6);7198,0;R$ 1.949,99 em 10x de R$ 195,00 sem juros;1949,99;3863,73
Smartphone Samsung Galaxy A55 256GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-azul-claro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239006900/te/ga55/;4.8 (6);3198,0;R$ 1.179,99 em 9x de R$ 131,11 sem juros;1179,99;2473,2
Smartphone Realme Note 50 4G 64GB / 3GB Ram (Versao Global);https://www.magazineluiza.com.br/smartphone-realme-note-50-4g-64gb-3gb-ram-versao-global/p/gkjbg68h65/te/tcsp/;5.0 (2);999,0;R$ 1.328,99 em 10x de R$ 132,90 sem juros;1328,99;701,99
Smartphone Xiaomi Redmi Note 13 5G 256GB - 8GB Ram (Graphite Black) Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-5g-256gb-8gb-ram-graphite-black-preto/p/kbaa91d09h/te/xiao/;4.0 (1);3777,99;R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;1754,99
"Smartphone celular motorola g14 8gb/256gb 6.5""";https://www.magazineluiza.com.br/smartphone-celular-motorola-g14-8gb-256gb-6-5/p/kd6ek7e4ga/te/srmt/;ou ;1999,9;R$ 1.649,00 em 10x de R$ 164,90 sem juros;1649,0;1061,99
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/eebk1cddbd/te/xiao/;4.8 (4);1249,9;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1262,54
Smartphone Samsung Galaxy A25 6,5” 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-azul-5g-smartband-galaxy-fit3-prata/p/229996900/te/ga25/;5.0 (9);1059,0;R$ 2.049,99 em 10x de R$ 205,00 sem juros;2049,99;1708,2
"Smartphone Samsung Galaxy A35 128GB Rosa 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238156400/te/ga35/;4.8 (1079);2848,0;R$ 350,48 em 11x de R$ 31,86 sem juros;350,48;1484,1
"Smartphone Samsung Galaxy A35 128GB Azul Escuro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238155900/te/ga35/;4.8 (1079);2999,0;R$ 2.427,77 em 10x de R$ 242,78 sem juros;2427,77;1431,0
Smartphone poco x6 5g br 8gb+256gb, preto - XIAOMI;https://www.magazineluiza.com.br/smartphone-poco-x6-5g-br-8gb-256gb-preto-xiaomi/p/ek8682170d/te/xiao/;5.0 (6);1699,0;R$ 1.199,99 em 9x de R$ 133,33 sem juros;1199,99;1885,99
Celular vovô&vovófone 16gb faz chamadas de video;https://www.magazineluiza.com.br/celular-vovo-vovofone-16gb-faz-chamadas-de-video-positivo/p/dj90dg87he/te/spst/;3.3 (3);2699,0;R$ 1.110,00 em 9x de R$ 123,33 sem juros;1110,0;350,48
Smartphone Xiaomi Poco X6 Pro 8gb 256gb Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-pro-8gb-256gb-preto/p/ha6a781h8d/te/xiao/;5.0 (1);1249,9;R$ 1.299,99 em 10x de R$ 130,00 sem juros;1299,99;2233,55
Smartphone Realme C53 128GB - 6Gb Ram (Versao Global) (Mighty Black);https://www.magazineluiza.com.br/smartphone-realme-c53-128gb-6gb-ram-versao-global-mighty-black/p/ahj7697c2h/te/tcsp/;3.7 (3);6499,0;R$ 1.322,22 em 10x de R$ 132,22 sem juros;1322,22;1139,99
Smartphone Xiaomi Redmi 12 -128GB 8GB RAM (versão global) - Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-12-128gb-8gb-ram-versao-global-preto/p/ah5bc6g0bf/te/xm12/;5.0 (5);3498,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;976,8
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb/p/kkff6bf4g9/te/xiao/;4.8 (38);2848,0;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1195,99
Celular Blackberry Z10 Stl100 16gb 2gb Ram;https://www.magazineluiza.com.br/celular-blackberry-z10-stl100-16gb-2gb-ram/p/fg76e19e60/te/tcsp/;3.6 (7);3998,0;R$ 2.198,00 em 10x de R$ 219,80 sem juros;2198,0;115,0
Smartphone Realme C67 256gb 8gb Ram Global Nfc Cam 108mp;https://www.magazineluiza.com.br/smartphone-realme-c67-256gb-8gb-ram-global-nfc-cam-108mp/p/dj4e6a8k0e/te/tcsp/;4.8 (12);1576,0;R$ 3.299,00 em 10x de R$ 329,90 sem juros;3299,0;1216,44
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Escuro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-escuro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215700/te/ga15/;4.8 (3052);2699,0;R$ 1.229,90 em 10x de R$ 122,99 sem juros;1229,9;1099,0
"Smartphone Samsung Galaxy A35 128GB Azul Claro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-claro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238156100/te/ga35/;4.8 (1079);170,0;R$ 979,00 em 8x de R$ 122,38 sem juros;979,0;1431,0
Smartphone Samsung Galaxy A35 256GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-256gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-grafite/p/239004600/te/ga35/;4.3 (7);11698,0;R$ 1.319,44 em 10x de R$ 131,94 sem juros;1319,44;1978,2
Smartphone Samsung Galaxy S22 128GB Verde 5G 8GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-128gb-verde-5g-8gb/p/234437600/te/gs22/;4.6 (1745);3198,0;R$ 1.419,90 em 10x de R$ 141,99 sem juros;1419,9;2969,1
Smartphone Xiaomi Redmi 12 256GB - 8GB Ram Versão Global 4G;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-12-256gb-8gb-ram-versao-global-4g/p/dccf43g41h/te/xiao/;4.6 (8);749,8;R$ 990,99 em 8x de R$ 123,87 sem juros;990,99;1131,51
Smartphone Motorola Moto G24 256gb 8GB Ram Boost Grafite;https://www.magazineluiza.com.br/smartphone-motorola-moto-g24-256gb-8gb-ram-boost-grafite/p/bkdfhed743/te/srmt/;5.0 (1);1999,9;R$ 8.198,00 em 10x de R$ 819,80 sem juros;8198,0;979,0
"Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74"" 50 + 2 + 2MP / 8MP";https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-cinza-preto-dual-sim-de-256gb-8gb-ram-de-6-74-50-2-2mp-8mp/p/cf163f61dc/te/xiao/;5.0 (9);4499,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;1319,44
Smartphone Xiaomi redmi note 13 8gb Ram 256gb Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb-preto/p/ghe177k07j/te/xiao/;5.0 (3);1576,0;R$ 949,00 em 10x de R$ 94,90 sem juros;949,0;1306,31
Smartphone Samsung Galaxy A10s 32GB Azul;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a10s-32gb-azul-4g-2gb-ram-62-cam-dupla-selfie-8mp/p/155568400/te/s10s/;4.3 (807);1999,9;R$ 4.868,00 em 10x de R$ 486,80 sem juros;4868,0;891,89
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-512gb-titanio-violeta-galaxy-buds-fe-grafite/p/229993400/te/s24u/;4.6 (11);2949,9;R$ 1.848,00 em 10x de R$ 184,80 sem juros;1848,0;7378,2
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Escuro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-escuro-5g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215600/te/ga15/;4.8 (3052);2199,99;R$ 649,99 em 5x de R$ 130,00 sem juros;649,99;989,1
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Escuro 4G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-escuro-4g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216400/te/ga15/;4.8 (8938);2799,0;R$ 650,99 em 5x de R$ 130,20 sem juros;650,99;854,1
Smartphone Samsung Galaxy S24 6,2” Galaxy AI 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-62-galaxy-ai-256gb-cinza-5g-galaxy-buds-fe-sem-fio-grafite/p/229993700/te/gs24/;4.0 (4);1399,99;R$ 1.711,10 em 10x de R$ 171,11 sem juros;1711,1;4381,2
Smartphone Samsung Galaxy A35 128GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-rosa-5g-6gb-ram-smartband-samsung-galaxy-fit3-prata/p/239005000/te/ga35/;4.2 (6);1999,0;R$ 1.189,90 em 9x de R$ 132,21 sem juros;1189,9;1663,2
Smartphone TCL L7 32GB Preto 4G Quad-Core;https://www.magazineluiza.com.br/smartphone-tcl-l7-32gb-preto-4g-quad-core-2gb-ram-tela-55-cam-8mp-selfie-5mp/p/155626800/te/stcl/;4.2 (225);2999,0;R$ 1.227,90 em 12x de R$ 102,33 sem juros;1227,9;584,99
celular Smartphone Q55 (qjo);https://www.magazineluiza.com.br/celular-smartphone-q55-qjo/p/gbh172858g/te/tcsp/;ou ;2599,9;R$ 879,00 em 7x de R$ 125,57 sem juros;879,0;650,99
Smartphone Samsung Galaxy A35 5G 128GB 6BG 6,6” Octa Core;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-5g-128gb-6bg-66-octa-core/p/jfk55g1480/te/ga35/;5.0 (15);2699,9;R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;1539,99
Smartphone Redmi 13C 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-13c-8gb-ram-256gb-xiaomi/p/kehh832031/te/xiao/;4.7 (18);1300,0;R$ 1.799,00 em 10x de R$ 179,90 sem juros;1799,0;1094,71
Smartphone Samsung Galaxy A05s A057 128GB 6GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a05s-a057-128gb-6gb-samsung-celulares/p/jha28kjf9f/te/galx/;5.0 (2);1399,0;R$ 1.664,43 em 10x de R$ 166,44 sem juros;1664,43;1105,11
Smartphone Realme Note 50 4gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-note-50-4gb-128gb/p/fd675e83e1/te/tcsp/;5.0 (3);3998,0;R$ 745,00 em 12x de R$ 62,08 sem juros;745,0;879,0
Telefone Celular G360 Retrô P Idosos Números Grandes 2g;https://www.magazineluiza.com.br/telefone-celular-g360-retro-p-idosos-numeros-grandes-2g-ig/p/jfbdee26c6/te/ceba/;4.7 (3);1999,0;R$ 1.099,00 em 10x de R$ 109,90 sem juros;1099,0;235,5
Smartphone Samsung Galaxy A25 6,5” 256GB Verde;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-verde-claro-5g-smartband-samsung-galaxy-fit3-grafite/p/229998300/te/ga25/;4.3 (31);6499,0;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1708,2
Smartphone Motorola Moto G 5G Plus 128GB;https://www.magazineluiza.com.br/smartphone-motorola-moto-g-5g-plus-128gb-lilas-prisma-8gb-ram-tela-67-cam-quadrupla/p/228849200/te/motg/;4.4 (88);3998,0;R$ 1.227,90 em 12x de R$ 102,33 sem juros;1227,9;1619,1
Smartphone Samsung Galaxy A35 5G 128GB 6BG 6,6” Octa Core;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-5g-128gb-6bg-66-octa-core/p/ke5ege39a2/te/galx/;5.0 (15);2589,9;R$ 3.099,00 em 10x de R$ 309,90 sem juros;3099,0;1497,99
Celular LG K40S 32gb Dual;https://www.magazineluiza.com.br/celular-lg-k40s-32gb-dual/p/fe1a6jka20/te/ceba/;3.2 (5);12867,9;R$ 397,00 em 12x de R$ 33,08 sem juros;397,0;745,0
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Escuro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-escuro-5g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215600/te/ga15/;4.8 (3052);1699,99;R$ 2.399,00 em 10x de R$ 239,90 sem juros;2399,0;989,1
"Smartphone Samsung Galaxy A35 128GB Azul Claro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-claro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238156100/te/ga35/;4.8 (1079);889,0;R$ 1.830,00 em 10x de R$ 183,00 sem juros;1830,0;1431,0
Smartphone Samsung Galaxy A05s A057 128GB 6GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a05s-a057-128gb-6gb-samsung-celulares/p/cc3cdje4ce/te/galx/;5.0 (2);3999,99;R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1105,11
Smartphone Motorola Edge 30 Pro 256GB Branco;https://www.magazineluiza.com.br/smartphone-motorola-edge-30-pro-256gb-branco/p/234606400/te/edg3/;4.5 (373);110,0;R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;2789,1
Smartphone para idosos 32gb conectividade em suas mãos - MULTILASER;https://www.magazineluiza.com.br/smartphone-para-idosos-32gb-conectividade-em-suas-maos-multilaser/p/ac56g992g2/te/smul/;ou ;1576,0;R$ 2.698,00 em 10x de R$ 269,80 sem juros;2698,0;397,0
Smartphone Celular Xiaomi POCO X6 Pro 5G 8GB+256GB Versão Global (Preto);https://www.magazineluiza.com.br/smartphone-celular-xiaomi-poco-x6-pro-5g-8gb-256gb-versao-global-preto/p/bg5700cfce/te/xiao/;5.0 (1);1699,0;R$ 949,00 em 10x de R$ 94,90 sem juros;949,0;2159,1
Smartphone N o t 13 Pro 256Gb 8Gb Ram - Verde;https://www.magazineluiza.com.br/smartphone-n-o-t-13-pro-256gb-8gb-ram-verde-13not/p/jbg3j311k3/te/tcsp/;5.0 (4);2599,99;R$ 1.590,00 em 10x de R$ 159,00 sem juros;1590,0;1647,0
Smartphone Samsung Galaxy A55 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239006700/te/ga55/;5.0 (14);1699,9;R$ 899,99 em 7x de R$ 128,57 sem juros;899,99;1970,1
Smartphone Samsung Galaxy A25 6,5” 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-azul-escuro-5g-smartband-galaxy-fit3-prata/p/229997100/te/ga25/;5.0 (9);12967,9;R$ 8.198,00 em 10x de R$ 819,80 sem juros;8198,0;1708,2
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-8gb-ram-smartband-samsung-galaxy-fit3-grafite/p/239006500/te/ga55/;ou ;1480,0;R$ 1.398,98 em 10x de R$ 139,90 sem juros;1398,98;2428,2
"Smartphone Samsung Galaxy A15 6,5"" 128GB Azul Claro 4G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-azul-claro-4g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216300/te/ga15/;4.8 (8938);1899,9;R$ 1.789,00 em 10x de R$ 178,90 sem juros;1789,0;854,1
"Smartphone Samsung Galaxy A35 128GB Azul Escuro 5G 6GB RAM 6,6"" Câm. Tripla + Selfie 13MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-66-cam-tripla-selfie-13mp-dual-chip/p/238155900/te/ga35/;4.8 (1079);8698,0;R$ 660,00 em 5x de R$ 132,00 sem juros;660,0;1431,0
Celular Samsung E1207Y simples 1207 Dual Sim;https://www.magazineluiza.com.br/celular-samsung-e1207y-simples-1207-dual-sim/p/hhc1k9d5ag/te/ceba/;no Pix ;8698,0;R$ 987,78 em 7x de R$ 141,11 sem juros;987,78;168,3
Smartphone Samsung Galaxy A04s Preto 64GB 4GB RAM;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a04s-preto-64gb-4gb-ram/p/bg88ceg100/te/ga04/;ou ;1070,0;R$ 1.189,90 em 9x de R$ 132,21 sem juros;1189,9;809,99
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-512gb-titanio-preto-galaxy-buds-fe-grafite/p/229994000/te/s24u/;4.6 (11);5999,0;R$ 2.599,00 em 10x de R$ 259,90 sem juros;2599,0;7378,2
Smartphone Celular Xiaomi redmi 13c 4gb 128gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-4gb-128gb/p/ee5h424496/te/xiao/;5.0 (1);3498,0;R$ 949,00 em 10x de R$ 94,90 sem juros;949,0;1398,98
Smartphone Samsung Galaxy A35 128GB Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-claro-5g-6gb-ram-smartband-samsung-galaxy-fit3-prata/p/239004800/te/ga35/;4.2 (6);1899,9;R$ 789,99 em 6x de R$ 131,67 sem juros;789,99;1610,1
Smartphone Celular Reserva Para Andar Na Rua Proteção Multi;https://www.magazineluiza.com.br/smartphone-celular-reserva-para-andar-na-rua-protecao-multi/p/gb6hk054kd/te/smul/;ou ;2999,0;R$ 1.189,90 em 9x de R$ 132,21 sem juros;1189,9;594,0
Smartphone TCL 30 5G 128GB Preto;https://www.magazineluiza.com.br/smartphone-tcl-30-5g-128gb-preto/p/eb1cj45f5h/te/stcl/;4.0 (1);799,9;R$ 2.399,90 em 10x de R$ 239,99 sem juros;2399,9;889,0
Smartphone Redmi 13C 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-13c-8gb-ram-256gb-xiaomi/p/fcaaa1gjkk/te/xiao/;4.7 (18);2848,0;R$ 1.399,99 em 10x de R$ 140,00 sem juros;1399,99;1094,71
Samsung Galaxy S23 FE 5G Smartphone Android 128GB Creme;https://www.magazineluiza.com.br/samsung-galaxy-s23-fe-5g-smartphone-android-128gb-creme/p/237986000/te/s23f/;4.7 (3033);2019,0;R$ 2.079,90 em 10x de R$ 207,99 sem juros;2079,9;2469,05
"Smartphone Samsung Galaxy A15 6,5"" 128GB Verde Claro 4G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-128gb-verde-claro-4g-4gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237216100/te/ga15/;4.8 (8938);10999,0;R$ 1.004,98 em 8x de R$ 125,62 sem juros;1004,98;854,1
Smartphone Realme Note 50 64GB (3GB RAM) Preto - Ralme;https://www.magazineluiza.com.br/smartphone-realme-note-50-64gb-3gb-ram-preto-ralme/p/ccd8d2j7jf/te/tcsp/;ou ;3198,0;R$ 1.221,11 em 10x de R$ 122,11 sem juros;1221,11;710,99
Smartphone Redmi 13C 8GB RAM 256GB;https://www.magazineluiza.com.br/smartphone-redmi-13c-8gb-ram-256gb-xiaomi/p/kdg17d26c1/te/xiao/;4.7 (18);6499,0;R$ 1.990,00 em 10x de R$ 199,00 sem juros;1990,0;1094,71
Celular Simples LG Antigo Para Idosos E Rural, Dual;https://www.magazineluiza.com.br/celular-simples-lg-antigo-para-idosos-e-rural-dual/p/bj2g3j97fa/te/ceba/;4.5 (2);1999,0;R$ 1.199,99 em 9x de R$ 133,33 sem juros;1199,99;149,0
Smartphone Poco X6 Pro 5G 8GB RAM 256GB Preto;https://www.magazineluiza.com.br/smartphone-poco-x6-pro-5g-8gb-ram-256gb-preto-xiaomi/p/gejcheb8fk/te/xiao/;5.0 (4);4499,0;R$ 2.089,99 em 10x de R$ 209,00 sem juros;2089,99;2207,91
Celular Samsung SM-B315E Preto;https://www.magazineluiza.com.br/celular-samsung-sm-b315e-preto/p/ckbcgk1eh1/te/ceba/;no Pix ;3498,0;R$ 1.328,88 em 10x de R$ 132,89 sem juros;1328,88;199,0
Smartphone poco m4 5g tela 6,58'' 6gb+128gb amarelo;https://www.magazineluiza.com.br/smartphone-poco-m4-5g-tela-658-6gb-128gb-amarelo-xiaomi/p/gdjc8eeh4j/te/xiao/;4.4 (17);799,0;R$ 209,90 em 6x de R$ 34,98 sem juros;209,9;1399,99
Smartphone Poco X6 5G 8GB RAM 256GB Branco;https://www.magazineluiza.com.br/smartphone-poco-x6-5g-8gb-ram-256gb-branco-xiaomi/p/ha1ek2aaba/te/xmpc/;5.0 (3);2000,0;R$ 1.979,90 em 10x de R$ 197,99 sem juros;1979,9;1913,51
Smartphone Celular Xiaomi Redmi 13c 4gb 128gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-4gb-128gb/p/bfg7620agd/te/xiao/;ou ;3998,0;R$ 799,99 em 6x de R$ 133,33 sem juros;799,99;984,88
"Smartphone Samsung Galaxy A15 6,5"" 256GB Azul Claro 5G 8GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-65-256gb-azul-claro-5g-8gb-ram-cam-tripla-50mp-selfie-13mp-5000mah-dual-chip/p/237215900/te/ga15/;4.8 (3052);3498,0;R$ 1.099,00 em 9x de R$ 122,11 sem juros;1099,0;1099,0
"Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 6,6"" Câm. Tripla + Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-66-cam-tripla-selfie-32mp-dual-chip/p/238157600/te/ga55/;4.8 (2481);1999,0;R$ 2.528,00 em 10x de R$ 252,80 sem juros;2528,0;1791,0
Smartphone Xiaomi Redmi 14C 256GB 4+4GB RAM VIRTUAL Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-14c-256gb-4-4gb-ram-virtual-preto/p/fgbkbkhk04/te/xiao/;5.0 (1);3498,0;R$ 1.289,00 em 10x de R$ 128,90 sem juros;1289,0;1079,99
Smartphone poco x6 5g br 8gb+256gb, preto - XIAOMI;https://www.magazineluiza.com.br/smartphone-poco-x6-5g-br-8gb-256gb-preto-xiaomi/p/je2c5a4hed/te/xiao/;5.0 (1);999,0;R$ 4.769,00 em 10x de R$ 476,90 sem juros;4769,0;1880,99
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/ec5gf27d8f/te/xiao/;4.8 (4);4499,0;R$ 2.658,00 em 10x de R$ 265,80 sem juros;2658,0;1262,44
celular multilaser flip vita lite preto;https://www.magazineluiza.com.br/celular-multilaser-flip-vita-lite-preto/p/bdcakf165j/te/ceba/;4.0 (131);1999,0;R$ 2.399,90 em 10x de R$ 239,99 sem juros;2399,9;193,11
Smartphone Redmi Note 13 5G 8GB RAM 256GB Branco;https://www.magazineluiza.com.br/smartphone-redmi-note-13-5g-8gb-ram-256gb-branco-xiaomi/p/kcbc12k916/te/xiao/;ou ;2848,0;R$ 8.949,00 em 10x de R$ 894,90 sem juros;8949,0;1821,51
Smartphone Celular Idoso com Redes Sociais 64gb 2gb;https://www.magazineluiza.com.br/smartphone-celular-idoso-com-redes-sociais-64gb-2gb-smart-idoso/p/kkhfbg9342/te/tcsp/;ou ;1499,0;R$ 1.246,66 em 10x de R$ 124,67 sem juros;1246,66;799,99
Smartphone Samsung Galaxy A15 5g 128gb Azul Claro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-5g-128gb-azul-claro/p/fbjk8d269f/te/ga15/;4.2 (12);10198,0;R$ 875,00 em 7x de R$ 125,00 sem juros;875,0;1099,0
Smartphone Samsung Galaxy A55 256GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-rose/p/239007600/te/ga55/;4.3 (6);389,9;R$ 2.368,88 em 10x de R$ 236,89 sem juros;2368,88;2275,2
